time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.4400000000000001,-0.00969644922722,0.00477870768005,10.2040838156,0.0173708167299,0.0215975466919,0.0,-0.0648413707594,0.0387953957993,0.970615422769,0.0181598750056,-4.44419885739e-05,0.0,469.0248874181252,469.1096945047891,467.3527782038172,467.864575214664
0.46000000000000013,-0.0110404400506,0.0055925319908,10.2237167933,0.0177851004359,0.0234598840878,0.0,-0.0695577115771,0.0425870352766,0.992682345204,0.0167303827058,0.00858857888628,0.0,424.83430672840746,427.0489410228246,428.3385089689308,427.97364850304615
0.48000000000000015,-0.012483485896,0.00648359269911,10.2438192039,0.0193293009676,0.0247845380434,0.0,-0.0747468729619,0.046519035554,1.01755872023,0.023686223065,0.0153794032189,0.0,429.92520898749024,431.64755512242175,427.98702154542104,429.75913924052867
0.5000000000000001,-0.0140424147421,0.0074638547054,10.2647888301,0.0198184373797,0.0254513468793,0.0,-0.0811460116494,0.0515071650748,1.07940389335,0.0229010619163,0.0115887791464,0.0,464.00266703842675,463.1090520685741,465.1224110515194,464.9379587244713
0.5200000000000001,-0.0157258136415,0.00854106407394,10.2867896657,0.0227155786759,0.0277455580127,0.0,-0.0871938782939,0.0562137717795,1.12067966588,0.0327785515932,0.0206715882944,0.0,444.218509622307,446.44695723490565,444.6699551719518,447.09057238456506
0.5400000000000001,-0.0175309688047,0.00971547509463,10.3094481682,0.0245077363369,0.0304931445272,0.0,-0.0933216380207,0.0612273302898,1.14517058329,0.0395212116887,0.0110089701221,0.0,431.4115523153427,428.95722062645376,428.4855286364122,430.20199076775907
0.5600000000000002,-0.0194629060281,0.0109926296388,10.3325359369,0.0256687863659,0.0309313223154,0.0,-0.099872084322,0.0664881241243,1.16360629352,0.0433715404813,0.00805601644293,0.0,424.17048161346787,423.40898511452673,423.59999847000614,424.5929061105442
0.5800000000000002,-0.021532355222,0.0123821016865,10.3561719416,0.0274555299369,0.0311191725944,0.0,-0.107072835067,0.0724590806482,1.19999416877,0.0494355746547,0.00702199613017,0.0,440.65101982907015,440.3944228624528,441.2527957737646,442.75295460504395
0.6000000000000002,-0.0237447182223,0.013893787498,10.3804860701,0.0292809902418,0.0313838645789,0.0,-0.114163464961,0.078709500504,1.23141868258,0.043650252497,0.00925136430803,0.0,436.27146652482617,436.82936825663717,437.47482700717484,436.02900059242853
0.6200000000000002,-0.0261070442881,0.0155416702504,10.4056687474,0.0301964458264,0.0332799998367,0.0,-0.122069141619,0.0860787747334,1.28684905164,0.0423471709997,0.0175244724826,0.0,457.3686446610057,459.3407668467713,459.88951894610767,459.58080634575066
0.6400000000000002,-0.0286126248755,0.0173214293074,10.4313703097,0.0313901478025,0.0346356420408,0.0,-0.128488917125,0.0918971309646,1.2833071773,0.0460714618375,0.0238653013067,0.0,401.5939961692465,403.3155488921329,401.4335633024958,402.44721914747106
0.6600000000000003,-0.0312799531947,0.01924769052,10.4578874876,0.0328198546929,0.0351953090095,0.0,-0.138243914795,0.100728990295,1.36841061673,0.0415624590491,0.0220502427118,0.0,485.71011027280304,485.30162633281793,485.7212884236767,484.706934601152
0.6800000000000003,-0.0341163049853,0.0213288323859,10.4853215021,0.0336731586703,0.0362788374187,0.0,-0.145391264262,0.107385196299,1.37499082832,0.0425017097386,0.027119852381,0.0,412.3080666371886,413.64949684005285,412.47855770685635,412.72836944530746
0.7000000000000003,-0.037112657515,0.023558598883,10.513295928,0.0354215375759,0.0372594266373,0.0,-0.154243988713,0.115591453412,1.42245175969,0.0365072299086,0.0313064604162,0.0,451.88510971651675,452.89649241192626,452.6897836604516,451.24148218425773
0.7200000000000003,-0.0402998785022,0.0259675928313,10.5425254572,0.0362069228418,0.0380974436585,0.0,-0.164478110003,0.125307941413,1.50050116542,0.0379937112271,0.0283951870667,0.0,479.953810910107,479.29081856322017,479.52000840602403,479.8591171460578
0.7400000000000003,-0.0436636841875,0.0285441896874,10.5725186858,0.0382609040125,0.0390920185733,0.0,-0.171902458528,0.132351744201,1.49882168791,0.0307989716318,0.0242639830125,0.0,404.84377550134843,403.7274883101191,406.3073542769678,404.3686330129324
0.7600000000000003,-0.0471928681034,0.0312802729702,10.6028600439,0.0441324219833,0.039578664135,0.0,-0.181015933066,0.141256584077,1.53531412369,0.0452979902718,0.0240302394431,0.0,443.56904843566,443.51154320010846,439.38194979103935,442.9733867627403
0.7800000000000004,-0.0509288834631,0.0342342072483,10.6345215292,0.0455238721415,0.0406860388431,0.0,-0.192585602899,0.154136843736,1.63083440501,0.0408912211479,0.019023164771,0.0,495.51210615074945,494.40672649723007,495.49169759113937,494.5198897162056
0.8000000000000004,-0.0548874614732,0.0374363014059,10.6677968968,0.0477962588004,0.0412264192627,0.0,-0.203272198109,0.166072572024,1.69670235936,0.0485189658628,0.0164939979185,0.0,470.41363625293366,469.82570740371256,468.30932201524087,470.08651856265834
0.8200000000000004,-0.0590628588499,0.0408849830888,10.7024295237,0.049315125403,0.041623370167,0.0,-0.214267539568,0.178795596264,1.76656032785,0.0438350047812,0.018131934986,0.0,472.58105889312833,472.95952986926324,474.5886963884957,473.51030102348557
0.8400000000000004,-0.0634523990139,0.0445840740032,10.7382952632,0.0503835613268,0.0421505749809,0.0,-0.224686476829,0.191113495175,1.8200136211,0.0410656306411,0.0206976014813,0.0,459.0739879181828,459.6842057823821,458.92321994684687,458.2643601949775
0.8600000000000004,-0.0680520449298,0.0485326583412,10.7752393505,0.0525973035084,0.0436663437884,0.0,-0.23527811476,0.20374493863,1.8743951171,0.0336025761223,0.014058876369,0.0,461.1582858559458,459.582503159399,460.55794110334,458.7846611002649
0.8800000000000004,-0.0728812159016,0.0527561076191,10.8135878899,0.0538491926431,0.0440227024253,0.0,-0.247638982417,0.218599989152,1.96045881605,0.0384185396283,0.01232473555,0.0,487.63839953039667,487.24951986703036,488.2121185210182,489.2891845092767
0.9000000000000005,-0.0779658741754,0.0572890415947,10.8538218501,0.0549247704475,0.0442992247518,0.0,-0.260826844965,0.234693408408,2.06293721081,0.0419240040019,0.0112287863632,0.0,501.3938787500149,501.15483349577744,502.7757376869788,503.5375630111557
0.9200000000000005,-0.0832956370661,0.0621229066178,10.8956661174,0.055817863927,0.0489406065272,0.0,-0.272149444106,0.248693093905,2.12148951818,0.0404459864178,-0.00206302472203,0.0,465.9394981850048,462.81161975187155,465.2254500540943,464.87901955668315
